tenant_id,transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,total_amount,payment_method,channel
demo_business_001,T0003555,2024-10-26,C000,P002,2,4.5,9.0,card,retail
demo_business_001,T0003554,2024-10-26,C000,P006,2,3.75,7.5,card,retail
demo_business_001,T0003553,2024-10-26,C000,P006,2,3.75,7.5,card,retail
demo_business_001,T0003551,2024-10-26,C000,P004,1,4.95,4.95,mobile_wallet,retail
demo_business_001,T0003532,2024-10-26,C000,P002,1,4.5,4.5,cash,retail
demo_business_001,T0003513,2024-10-26,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0003530,2024-10-26,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0003508,2024-10-26,C000,P005,2,5.25,10.5,cash,retail
demo_business_001,T0003507,2024-10-26,C000,P016,1,25.0,25.0,card,retail
demo_business_001,T0003506,2024-10-26,C000,P006,1,3.75,3.75,card,retail
demo_business_001,T0003505,2024-10-26,C000,P014,1,12.0,12.0,cash,retail
demo_business_001,T0003504,2024-10-26,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0003503,2024-10-26,C000,P012,1,14.0,14.0,cash,retail
demo_business_001,T0003502,2024-10-26,C000,P004,1,4.95,4.95,mobile_wallet,retail
demo_business_001,T0003509,2024-10-26,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0003501,2024-10-26,C000,P002,2,4.5,9.0,cash,retail
demo_business_001,T0003499,2024-10-26,C000,P009,1,3.0,3.0,card,retail
demo_business_001,T0003497,2024-10-26,C000,P005,1,5.25,5.25,cash,retail
demo_business_001,T0003496,2024-10-26,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0003493,2024-10-26,C000,P003,2,4.75,9.5,cash,retail
demo_business_001,T0003494,2024-10-26,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0003495,2024-10-26,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0003531,2024-10-26,C000,P013,1,18.0,18.0,mobile_wallet,retail
demo_business_001,T0003500,2024-10-26,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0003510,2024-10-26,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0003498,2024-10-26,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0003512,2024-10-26,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0003529,2024-10-26,C000,P008,1,3.25,3.25,mobile_wallet,retail
demo_business_001,T0003511,2024-10-26,C000,P010,1,7.5,7.5,mobile_wallet,retail
demo_business_001,T0003528,2024-10-26,C000,P003,2,4.75,9.5,card,retail
demo_business_001,T0003527,2024-10-26,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0003525,2024-10-26,C000,P007,1,3.5,3.5,cash,retail
demo_business_001,T0003524,2024-10-26,C000,P006,1,3.75,3.75,card,retail
demo_business_001,T0003523,2024-10-26,C000,P012,1,14.0,14.0,cash,retail
demo_business_001,T0003522,2024-10-26,C000,P005,3,5.25,15.75,card,retail
demo_business_001,T0003526,2024-10-26,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0003520,2024-10-26,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0003519,2024-10-26,C000,P008,1,3.25,3.25,cash,retail
demo_business_001,T0003518,2024-10-26,C000,P003,1,4.75,4.75,cash,retail
demo_business_001,T0003517,2024-10-26,C000,P011,1,6.95,6.95,card,retail
demo_business_001,T0003516,2024-10-26,C000,P016,1,25.0,25.0,mobile_wallet,retail
demo_business_001,T0003515,2024-10-26,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0003492,2024-10-26,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0003521,2024-10-26,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0003514,2024-10-26,C000,P010,3,7.5,22.5,cash,retail
demo_business_001,T0003611,2024-10-27,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0003610,2024-10-27,C000,P001,3,3.25,9.75,card,retail
demo_business_001,T0003609,2024-10-27,C000,P007,1,3.5,3.5,mobile_wallet,retail
demo_business_001,T0003608,2024-10-27,C000,P002,1,4.5,4.5,cash,retail
demo_business_001,T0003605,2024-10-27,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0003606,2024-10-27,C000,P011,1,6.95,6.95,card,retail
demo_business_001,T0003604,2024-10-27,C000,P002,1,4.5,4.5,mobile_wallet,retail
demo_business_001,T0003603,2024-10-27,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0003612,2024-10-27,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0003602,2024-10-27,C000,P009,2,3.0,6.0,card,retail
demo_business_001,T0003607,2024-10-27,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0003613,2024-10-27,C000,P010,3,7.5,22.5,cash,retail
demo_business_001,T0003622,2024-10-27,C000,P008,2,3.25,6.5,cash,retail
demo_business_001,T0003615,2024-10-27,C000,P013,1,18.0,18.0,cash,retail
demo_business_001,T0003616,2024-10-27,C000,P010,1,7.5,7.5,card,retail
demo_business_001,T0003617,2024-10-27,C000,P016,1,25.0,25.0,card,retail
demo_business_001,T0003618,2024-10-27,C000,P009,1,3.0,3.0,card,retail
demo_business_001,T0003619,2024-10-27,C000,P005,1,5.25,5.25,card,retail
demo_business_001,T0003620,2024-10-27,C000,P004,1,4.95,4.95,mobile_wallet,retail
demo_business_001,T0003621,2024-10-27,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0003623,2024-10-27,C000,P015,1,15.0,15.0,cash,retail
demo_business_001,T0003624,2024-10-27,C000,P007,2,3.5,7.0,card,retail
demo_business_001,T0003625,2024-10-27,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0003626,2024-10-27,C000,P003,1,4.75,4.75,mobile_wallet,retail
demo_business_001,T0003601,2024-10-27,C000,P012,3,14.0,42.0,card,retail
demo_business_001,T0003614,2024-10-27,C000,P007,3,3.5,10.5,cash,retail
demo_business_001,T0003600,2024-10-27,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0003589,2024-10-27,C000,P013,1,18.0,18.0,mobile_wallet,retail
demo_business_001,T0003598,2024-10-27,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0003568,2024-10-27,C000,P010,1,7.5,7.5,card,retail
demo_business_001,T0003569,2024-10-27,C000,P011,1,6.95,6.95,cash,retail
demo_business_001,T0003570,2024-10-27,C000,P011,1,6.95,6.95,cash,retail
demo_business_001,T0003571,2024-10-27,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0003572,2024-10-27,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0003573,2024-10-27,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0003574,2024-10-27,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0003599,2024-10-27,C000,P005,1,5.25,5.25,card,retail
demo_business_001,T0003576,2024-10-27,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0003577,2024-10-27,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0003578,2024-10-27,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0003579,2024-10-27,C000,P002,1,4.5,4.5,mobile_wallet,retail
demo_business_001,T0003580,2024-10-27,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0003581,2024-10-27,C000,P003,1,4.75,4.75,cash,retail
demo_business_001,T0003575,2024-10-27,C000,P010,1,7.5,7.5,card,retail
demo_business_001,T0003583,2024-10-27,C000,P009,2,3.0,6.0,card,retail
demo_business_001,T0003582,2024-10-27,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0003597,2024-10-27,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0003596,2024-10-27,C000,P011,1,6.95,6.95,mobile_wallet,retail
demo_business_001,T0003595,2024-10-27,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0003593,2024-10-27,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0003592,2024-10-27,C000,P010,1,7.5,7.5,cash,retail
demo_business_001,T0003594,2024-10-27,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0003590,2024-10-27,C000,P014,2,12.0,24.0,card,retail
demo_business_001,T0003588,2024-10-27,C000,P010,1,7.5,7.5,mobile_wallet,retail
demo_business_001,T0003587,2024-10-27,C000,P003,1,4.75,4.75,mobile_wallet,retail
demo_business_001,T0003586,2024-10-27,C000,P008,2,3.25,6.5,card,retail
demo_business_001,T0003585,2024-10-27,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0003584,2024-10-27,C000,P008,3,3.25,9.75,card,retail
demo_business_001,T0003591,2024-10-27,C000,P006,1,3.75,3.75,cash,retail
demo_business_001,T0003653,2024-10-28,C000,P016,1,25.0,25.0,card,retail
demo_business_001,T0003649,2024-10-28,C000,P007,2,3.5,7.0,mobile_wallet,retail
demo_business_001,T0003650,2024-10-28,C000,P006,3,3.75,11.25,card,retail
demo_business_001,T0003651,2024-10-28,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0003652,2024-10-28,C000,P003,2,4.75,9.5,card,retail
demo_business_001,T0003654,2024-10-28,C000,P007,2,3.5,7.0,cash,retail
demo_business_001,T0003648,2024-10-28,C000,P010,2,7.5,15.0,card,retail
demo_business_001,T0003656,2024-10-28,C000,P002,1,4.5,4.5,mobile_wallet,retail
demo_business_001,T0003657,2024-10-28,C000,P003,1,4.75,4.75,cash,retail
demo_business_001,T0003658,2024-10-28,C000,P011,1,6.95,6.95,card,retail
demo_business_001,T0003659,2024-10-28,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0003660,2024-10-28,C000,P010,2,7.5,15.0,mobile_wallet,retail
demo_business_001,T0003661,2024-10-28,C000,P009,1,3.0,3.0,card,retail
demo_business_001,T0003655,2024-10-28,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0003647,2024-10-28,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0003639,2024-10-28,C000,P015,2,15.0,30.0,card,retail
demo_business_001,T0003645,2024-10-28,C000,P008,2,3.25,6.5,card,retail
demo_business_001,T0003646,2024-10-28,C000,P015,1,15.0,15.0,mobile_wallet,retail
demo_business_001,T0003629,2024-10-28,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0003628,2024-10-28,C000,P011,3,6.95,20.85,cash,retail
demo_business_001,T0003631,2024-10-28,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0003632,2024-10-28,C000,P015,1,15.0,15.0,cash,retail
demo_business_001,T0003633,2024-10-28,C000,P002,3,4.5,13.5,card,retail
demo_business_001,T0003634,2024-10-28,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0003635,2024-10-28,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0003630,2024-10-28,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0003637,2024-10-28,C000,P007,2,3.5,7.0,card,retail
demo_business_001,T0003638,2024-10-28,C000,P010,1,7.5,7.5,cash,retail
demo_business_001,T0003627,2024-10-28,C000,P001,1,3.25,3.25,mobile_wallet,retail
demo_business_001,T0003640,2024-10-28,C000,P013,1,18.0,18.0,mobile_wallet,retail
demo_business_001,T0003641,2024-10-28,C000,P005,1,5.25,5.25,mobile_wallet,retail
demo_business_001,T0003642,2024-10-28,C000,P007,1,3.5,3.5,cash,retail
demo_business_001,T0003643,2024-10-28,C000,P004,1,4.95,4.95,cash,retail
demo_business_001,T0003644,2024-10-28,C000,P014,1,12.0,12.0,mobile_wallet,retail
demo_business_001,T0003636,2024-10-28,C000,P005,1,5.25,5.25,card,retail
demo_business_001,T0003687,2024-10-29,C000,P014,3,12.0,36.0,card,retail
demo_business_001,T0003688,2024-10-29,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0003689,2024-10-29,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0003690,2024-10-29,C000,P008,2,3.25,6.5,card,retail
demo_business_001,T0003691,2024-10-29,C000,P012,2,14.0,28.0,cash,retail
demo_business_001,T0003692,2024-10-29,C000,P009,1,3.0,3.0,card,retail
demo_business_001,T0003693,2024-10-29,C000,P006,2,3.75,7.5,card,retail
demo_business_001,T0003698,2024-10-29,C000,P011,1,6.95,6.95,cash,retail
demo_business_001,T0003695,2024-10-29,C000,P004,1,4.95,4.95,mobile_wallet,retail
demo_business_001,T0003696,2024-10-29,C000,P011,1,6.95,6.95,cash,retail
demo_business_001,T0003697,2024-10-29,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0003699,2024-10-29,C000,P005,1,5.25,5.25,card,retail
demo_business_001,T0003700,2024-10-29,C000,P010,1,7.5,7.5,cash,retail
demo_business_001,T0003701,2024-10-29,C000,P011,1,6.95,6.95,card,retail
demo_business_001,T0003686,2024-10-29,C000,P015,3,15.0,45.0,card,retail
demo_business_001,T0003694,2024-10-29,C000,P011,1,6.95,6.95,cash,retail
demo_business_001,T0003684,2024-10-29,C000,P005,1,5.25,5.25,cash,retail
demo_business_001,T0003685,2024-10-29,C000,P004,1,4.95,4.95,cash,retail
demo_business_001,T0003682,2024-10-29,C000,P005,1,5.25,5.25,cash,retail
demo_business_001,T0003662,2024-10-29,C000,P006,1,3.75,3.75,card,retail
demo_business_001,T0003683,2024-10-29,C000,P001,1,3.25,3.25,cash,retail
demo_business_001,T0003664,2024-10-29,C000,P016,1,25.0,25.0,card,retail
demo_business_001,T0003665,2024-10-29,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0003666,2024-10-29,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0003667,2024-10-29,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0003668,2024-10-29,C000,P009,1,3.0,3.0,card,retail
demo_business_001,T0003669,2024-10-29,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0003670,2024-10-29,C000,P010,1,7.5,7.5,cash,retail
demo_business_001,T0003671,2024-10-29,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0003663,2024-10-29,C000,P004,2,4.95,9.9,card,retail
demo_business_001,T0003673,2024-10-29,C000,P003,1,4.75,4.75,mobile_wallet,retail
demo_business_001,T0003672,2024-10-29,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0003680,2024-10-29,C000,P005,1,5.25,5.25,card,retail
demo_business_001,T0003679,2024-10-29,C000,P003,3,4.75,14.25,cash,retail
demo_business_001,T0003678,2024-10-29,C000,P013,1,18.0,18.0,cash,retail
demo_business_001,T0003681,2024-10-29,C000,P012,1,14.0,14.0,cash,retail
demo_business_001,T0003676,2024-10-29,C000,P010,1,7.5,7.5,card,retail
demo_business_001,T0003675,2024-10-29,C000,P001,1,3.25,3.25,mobile_wallet,retail
demo_business_001,T0003674,2024-10-29,C000,P001,1,3.25,3.25,cash,retail
demo_business_001,T0003677,2024-10-29,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0003734,2024-10-30,C000,P002,1,4.5,4.5,mobile_wallet,retail
demo_business_001,T0003728,2024-10-30,C000,P012,3,14.0,42.0,cash,retail
demo_business_001,T0003729,2024-10-30,C000,P010,1,7.5,7.5,cash,retail
demo_business_001,T0003730,2024-10-30,C000,P012,1,14.0,14.0,mobile_wallet,retail
demo_business_001,T0003731,2024-10-30,C000,P013,1,18.0,18.0,mobile_wallet,retail
demo_business_001,T0003732,2024-10-30,C000,P015,2,15.0,30.0,card,retail
demo_business_001,T0003733,2024-10-30,C000,P011,1,6.95,6.95,card,retail
demo_business_001,T0003735,2024-10-30,C000,P007,1,3.5,3.5,cash,retail
demo_business_001,T0003740,2024-10-30,C000,P002,1,4.5,4.5,cash,retail
demo_business_001,T0003737,2024-10-30,C000,P015,1,15.0,15.0,card,retail
demo_business_001,T0003738,2024-10-30,C000,P010,1,7.5,7.5,cash,retail
demo_business_001,T0003739,2024-10-30,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0003741,2024-10-30,C000,P008,2,3.25,6.5,mobile_wallet,retail
demo_business_001,T0003742,2024-10-30,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0003743,2024-10-30,C000,P015,2,15.0,30.0,cash,retail
demo_business_001,T0003744,2024-10-30,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0003727,2024-10-30,C000,P016,3,25.0,75.0,card,retail
demo_business_001,T0003736,2024-10-30,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0003726,2024-10-30,C000,P006,1,3.75,3.75,card,retail
demo_business_001,T0003705,2024-10-30,C000,P005,1,5.25,5.25,card,retail
demo_business_001,T0003724,2024-10-30,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0003703,2024-10-30,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0003704,2024-10-30,C000,P016,1,25.0,25.0,card,retail
demo_business_001,T0003725,2024-10-30,C000,P015,3,15.0,45.0,card,retail
demo_business_001,T0003706,2024-10-30,C000,P010,1,7.5,7.5,cash,retail
demo_business_001,T0003707,2024-10-30,C000,P006,1,3.75,3.75,card,retail
demo_business_001,T0003708,2024-10-30,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0003709,2024-10-30,C000,P015,1,15.0,15.0,card,retail
demo_business_001,T0003702,2024-10-30,C000,P006,1,3.75,3.75,card,retail
demo_business_001,T0003711,2024-10-30,C000,P009,1,3.0,3.0,mobile_wallet,retail
demo_business_001,T0003712,2024-10-30,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0003710,2024-10-30,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0003714,2024-10-30,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0003723,2024-10-30,C000,P010,1,7.5,7.5,card,retail
demo_business_001,T0003713,2024-10-30,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0003721,2024-10-30,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0003720,2024-10-30,C000,P016,1,25.0,25.0,card,retail
demo_business_001,T0003722,2024-10-30,C000,P016,1,25.0,25.0,card,retail
demo_business_001,T0003718,2024-10-30,C000,P009,1,3.0,3.0,card,retail
demo_business_001,T0003717,2024-10-30,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0003716,2024-10-30,C000,P006,2,3.75,7.5,cash,retail
demo_business_001,T0003715,2024-10-30,C000,P007,2,3.5,7.0,card,retail
demo_business_001,T0003719,2024-10-30,C000,P007,2,3.5,7.0,card,retail
demo_business_001,T0003767,2024-10-31,C000,P004,1,4.95,4.95,mobile_wallet,retail
demo_business_001,T0003768,2024-10-31,C000,P002,2,4.5,9.0,mobile_wallet,retail
demo_business_001,T0003769,2024-10-31,C000,P001,1,3.25,3.25,cash,retail
demo_business_001,T0003770,2024-10-31,C000,P006,1,3.75,3.75,cash,retail
demo_business_001,T0003771,2024-10-31,C000,P008,2,3.25,6.5,cash,retail
demo_business_001,T0003773,2024-10-31,C000,P004,1,4.95,4.95,cash,retail
demo_business_001,T0003766,2024-10-31,C000,P003,1,4.75,4.75,cash,retail
demo_business_001,T0003775,2024-10-31,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0003776,2024-10-31,C000,P004,1,4.95,4.95,mobile_wallet,retail
demo_business_001,T0003777,2024-10-31,C000,P008,1,3.25,3.25,mobile_wallet,retail
demo_business_001,T0003778,2024-10-31,C000,P009,1,3.0,3.0,mobile_wallet,retail
demo_business_001,T0003779,2024-10-31,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0003780,2024-10-31,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0003781,2024-10-31,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0003774,2024-10-31,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0003765,2024-10-31,C000,P010,1,7.5,7.5,card,retail
demo_business_001,T0003772,2024-10-31,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0003763,2024-10-31,C000,P001,1,3.25,3.25,cash,retail
demo_business_001,T0003764,2024-10-31,C000,P011,1,6.95,6.95,card,retail
demo_business_001,T0003747,2024-10-31,C000,P001,3,3.25,9.75,card,retail
demo_business_001,T0003745,2024-10-31,C000,P002,1,4.5,4.5,cash,retail
demo_business_001,T0003748,2024-10-31,C000,P011,2,6.95,13.9,card,retail
demo_business_001,T0003749,2024-10-31,C000,P008,1,3.25,3.25,cash,retail
demo_business_001,T0003750,2024-10-31,C000,P014,1,12.0,12.0,mobile_wallet,retail
demo_business_001,T0003751,2024-10-31,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0003752,2024-10-31,C000,P016,1,25.0,25.0,card,retail
demo_business_001,T0003753,2024-10-31,C000,P005,1,5.25,5.25,card,retail
demo_business_001,T0003746,2024-10-31,C000,P009,1,3.0,3.0,card,retail
demo_business_001,T0003755,2024-10-31,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0003756,2024-10-31,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0003757,2024-10-31,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0003758,2024-10-31,C000,P006,1,3.75,3.75,cash,retail
demo_business_001,T0003759,2024-10-31,C000,P004,1,4.95,4.95,cash,retail
demo_business_001,T0003760,2024-10-31,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0003761,2024-10-31,C000,P008,2,3.25,6.5,card,retail
demo_business_001,T0003754,2024-10-31,C000,P011,1,6.95,6.95,mobile_wallet,retail
demo_business_001,T0003762,2024-10-31,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0003836,2024-11-01,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0003835,2024-11-01,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0003834,2024-11-01,C000,P014,2,12.0,24.0,card,retail
demo_business_001,T0003833,2024-11-01,C000,P007,1,3.5,3.5,mobile_wallet,retail
demo_business_001,T0003832,2024-11-01,C000,P011,1,6.95,6.95,mobile_wallet,retail
demo_business_001,T0003830,2024-11-01,C000,P010,1,7.5,7.5,card,retail
demo_business_001,T0003826,2024-11-01,C000,P010,1,7.5,7.5,mobile_wallet,retail
demo_business_001,T0003828,2024-11-01,C000,P003,1,4.75,4.75,card,retail
demo_business_001,T0003827,2024-11-01,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0003825,2024-11-01,C000,P006,2,3.75,7.5,card,retail
demo_business_001,T0003824,2024-11-01,C000,P006,1,3.75,3.75,card,retail
demo_business_001,T0003823,2024-11-01,C000,P001,1,3.25,3.25,cash,retail
demo_business_001,T0003837,2024-11-01,C000,P014,1,12.0,12.0,mobile_wallet,retail
demo_business_001,T0003829,2024-11-01,C000,P006,1,3.75,3.75,card,retail
demo_business_001,T0003838,2024-11-01,C000,P002,1,4.5,4.5,cash,retail
demo_business_001,T0003848,2024-11-01,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0003840,2024-11-01,C000,P005,1,5.25,5.25,cash,retail
demo_business_001,T0003855,2024-11-01,C000,P001,1,3.25,3.25,mobile_wallet,retail
demo_business_001,T0003854,2024-11-01,C000,P001,1,3.25,3.25,cash,retail
demo_business_001,T0003853,2024-11-01,C000,P016,1,25.0,25.0,card,retail
demo_business_001,T0003852,2024-11-01,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0003851,2024-11-01,C000,P014,1,12.0,12.0,card,retail
demo_business_001,T0003850,2024-11-01,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0003849,2024-11-01,C000,P007,2,3.5,7.0,card,retail
demo_business_001,T0003822,2024-11-01,C000,P014,3,12.0,36.0,card,retail
demo_business_001,T0003847,2024-11-01,C000,P012,1,14.0,14.0,cash,retail
demo_business_001,T0003846,2024-11-01,C000,P012,1,14.0,14.0,cash,retail
demo_business_001,T0003845,2024-11-01,C000,P014,2,12.0,24.0,card,retail
demo_business_001,T0003844,2024-11-01,C000,P009,1,3.0,3.0,cash,retail
demo_business_001,T0003843,2024-11-01,C000,P006,1,3.75,3.75,card,retail
demo_business_001,T0003842,2024-11-01,C000,P012,1,14.0,14.0,cash,retail
demo_business_001,T0003841,2024-11-01,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0003839,2024-11-01,C000,P015,1,15.0,15.0,card,retail
demo_business_001,T0003821,2024-11-01,C000,P010,1,7.5,7.5,cash,retail
demo_business_001,T0003831,2024-11-01,C000,P016,2,25.0,50.0,cash,retail
demo_business_001,T0003819,2024-11-01,C000,P007,1,3.5,3.5,card,retail
demo_business_001,T0003797,2024-11-01,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0003796,2024-11-01,C000,P011,1,6.95,6.95,card,retail
demo_business_001,T0003795,2024-11-01,C000,P009,2,3.0,6.0,cash,retail
demo_business_001,T0003794,2024-11-01,C000,P004,2,4.95,9.9,card,retail
demo_business_001,T0003793,2024-11-01,C000,P004,1,4.95,4.95,mobile_wallet,retail
demo_business_001,T0003792,2024-11-01,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0003790,2024-11-01,C000,P010,1,7.5,7.5,mobile_wallet,retail
demo_business_001,T0003798,2024-11-01,C000,P015,1,15.0,15.0,card,retail
demo_business_001,T0003789,2024-11-01,C000,P011,1,6.95,6.95,cash,retail
demo_business_001,T0003787,2024-11-01,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0003786,2024-11-01,C000,P016,3,25.0,75.0,card,retail
demo_business_001,T0003785,2024-11-01,C000,P005,1,5.25,5.25,cash,retail
demo_business_001,T0003784,2024-11-01,C000,P012,1,14.0,14.0,card,retail
demo_business_001,T0003783,2024-11-01,C000,P015,1,15.0,15.0,cash,retail
demo_business_001,T0003782,2024-11-01,C000,P001,1,3.25,3.25,mobile_wallet,retail
demo_business_001,T0003820,2024-11-01,C000,P013,1,18.0,18.0,card,retail
demo_business_001,T0003788,2024-11-01,C000,P006,1,3.75,3.75,cash,retail
demo_business_001,T0003799,2024-11-01,C000,P007,1,3.5,3.5,cash,retail
demo_business_001,T0003791,2024-11-01,C000,P016,2,25.0,50.0,card,retail
demo_business_001,T0003801,2024-11-01,C000,P007,2,3.5,7.0,card,retail
demo_business_001,T0003800,2024-11-01,C000,P014,3,12.0,36.0,mobile_wallet,retail
demo_business_001,T0003817,2024-11-01,C000,P012,1,14.0,14.0,cash,retail
demo_business_001,T0003816,2024-11-01,C000,P005,1,5.25,5.25,mobile_wallet,retail
demo_business_001,T0003815,2024-11-01,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0003814,2024-11-01,C000,P003,1,4.75,4.75,mobile_wallet,retail
demo_business_001,T0003813,2024-11-01,C000,P002,1,4.5,4.5,card,retail
demo_business_001,T0003812,2024-11-01,C000,P001,1,3.25,3.25,card,retail
demo_business_001,T0003811,2024-11-01,C000,P011,1,6.95,6.95,card,retail
demo_business_001,T0003810,2024-11-01,C000,P002,1,4.5,4.5,cash,retail
demo_business_001,T0003818,2024-11-01,C000,P013,1,18.0,18.0,mobile_wallet,retail
demo_business_001,T0003808,2024-11-01,C000,P005,2,5.25,10.5,mobile_wallet,retail
demo_business_001,T0003807,2024-11-01,C000,P015,1,15.0,15.0,card,retail
demo_business_001,T0003806,2024-11-01,C000,P007,1,3.5,3.5,mobile_wallet,retail
demo_business_001,T0003805,2024-11-01,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0003804,2024-11-01,C000,P009,1,3.0,3.0,cash,retail
demo_business_001,T0003803,2024-11-01,C000,P009,1,3.0,3.0,card,retail
demo_business_001,T0003802,2024-11-01,C000,P015,3,15.0,45.0,mobile_wallet,retail
demo_business_001,T0003809,2024-11-01,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0003917,2024-11-02,C000,P004,1,4.95,4.95,card,retail
demo_business_001,T0003916,2024-11-02,C000,P008,1,3.25,3.25,card,retail
demo_business_001,T0003915,2024-11-02,C000,P010,1,7.5,7.5,card,retail
demo_business_001,T0003914,2024-11-02,C000,P001,1,3.25,3.25,cash,retail
demo_business_001,T0003913,2024-11-02,C000,P016,3,25.0,75.0,cash,retail
