tenant_id,ledger_id,entry_date,flow_type,category,amount,description,customer_id
demo_business_001,L0000232,2025-04-08,inflow,retail_sales,334.15,Daily retail sales receipts,
demo_business_001,L0000233,2025-04-09,inflow,retail_sales,385.35,Daily retail sales receipts,
demo_business_001,L0000234,2025-04-10,inflow,retail_sales,508.45,Daily retail sales receipts,
demo_business_001,L0000753,2025-04-11,inflow,wholesale_invoice_payment,455.0,Invoice payment from Oakview Elementary PTA,C003
demo_business_001,L0000235,2025-04-11,inflow,retail_sales,620.35,Daily retail sales receipts,
demo_business_001,L0000236,2025-04-12,inflow,retail_sales,732.35,Daily retail sales receipts,
demo_business_001,L0000237,2025-04-13,inflow,retail_sales,477.95,Daily retail sales receipts,
demo_business_001,L0000749,2025-04-14,inflow,wholesale_invoice_payment,280.0,Invoice payment from Harbor View Hotel,C006
demo_business_001,L0000238,2025-04-14,inflow,retail_sales,308.45,Daily retail sales receipts,
demo_business_001,L0000239,2025-04-15,inflow,retail_sales,452.7,Daily retail sales receipts,
demo_business_001,L0000240,2025-04-16,inflow,retail_sales,544.1,Daily retail sales receipts,
demo_business_001,L0000241,2025-04-17,inflow,retail_sales,471.0,Daily retail sales receipts,
demo_business_001,L0000242,2025-04-18,inflow,retail_sales,737.55,Daily retail sales receipts,
demo_business_001,L0000243,2025-04-19,inflow,retail_sales,867.35,Daily retail sales receipts,
demo_business_001,L0001027,2025-04-19,outflow,payroll,4027.06,Biweekly payroll,
demo_business_001,L0000244,2025-04-20,inflow,retail_sales,448.45,Daily retail sales receipts,
demo_business_001,L0000245,2025-04-21,inflow,retail_sales,465.95,Daily retail sales receipts,
demo_business_001,L0000902,2025-04-22,outflow,inventory_restock,2687.23,Routine inventory / COGS restock,
demo_business_001,L0000246,2025-04-22,inflow,retail_sales,391.5,Daily retail sales receipts,
demo_business_001,L0000247,2025-04-23,inflow,retail_sales,623.7,Daily retail sales receipts,
demo_business_001,L0000248,2025-04-24,inflow,retail_sales,471.35,Daily retail sales receipts,
demo_business_001,L0000249,2025-04-25,inflow,retail_sales,435.8,Daily retail sales receipts,
demo_business_001,L0000250,2025-04-26,inflow,retail_sales,653.85,Daily retail sales receipts,
demo_business_001,L0000251,2025-04-27,inflow,retail_sales,644.05,Daily retail sales receipts,
demo_business_001,L0000252,2025-04-28,inflow,retail_sales,429.65,Daily retail sales receipts,
demo_business_001,L0000744,2025-04-28,inflow,wholesale_invoice_payment,210.0,Invoice payment from Maple & Co. Coworking,C002
demo_business_001,L0000253,2025-04-29,inflow,retail_sales,422.35,Daily retail sales receipts,
demo_business_001,L0000254,2025-04-30,inflow,retail_sales,408.45,Daily retail sales receipts,
demo_business_001,L0000255,2025-05-01,inflow,retail_sales,555.95,Daily retail sales receipts,
demo_business_001,L0000752,2025-05-01,inflow,wholesale_invoice_payment,288.0,Invoice payment from Riverside Office Park Cafeteria,C001
demo_business_001,L0000963,2025-05-01,outflow,utilities,380.0,Monthly utilities,
demo_business_001,L0000964,2025-05-01,outflow,loan_payment,650.0,Equipment loan installment,
demo_business_001,L0000962,2025-05-01,outflow,rent,3200.0,Monthly rent,
demo_business_001,L0000740,2025-05-02,inflow,wholesale_invoice_payment,810.0,Invoice payment from Maple & Co. Coworking,C002
demo_business_001,L0000256,2025-05-02,inflow,retail_sales,704.8,Daily retail sales receipts,
demo_business_001,L0001028,2025-05-03,outflow,payroll,4040.2,Biweekly payroll,
demo_business_001,L0000257,2025-05-03,inflow,retail_sales,684.45,Daily retail sales receipts,
demo_business_001,L0000258,2025-05-04,inflow,retail_sales,584.55,Daily retail sales receipts,
demo_business_001,L0000259,2025-05-05,inflow,retail_sales,445.65,Daily retail sales receipts,
demo_business_001,L0000747,2025-05-05,inflow,wholesale_invoice_payment,1290.0,Invoice payment from Third Street Bookshop Cafe,C005
demo_business_001,L0000260,2025-05-06,inflow,retail_sales,483.15,Daily retail sales receipts,
demo_business_001,L0000903,2025-05-06,outflow,inventory_restock,2497.08,Routine inventory / COGS restock,
demo_business_001,L0000261,2025-05-07,inflow,retail_sales,456.15,Daily retail sales receipts,
demo_business_001,L0000262,2025-05-08,inflow,retail_sales,531.0,Daily retail sales receipts,
demo_business_001,L0000263,2025-05-09,inflow,retail_sales,411.8,Daily retail sales receipts,
demo_business_001,L0000264,2025-05-10,inflow,retail_sales,694.9,Daily retail sales receipts,
demo_business_001,L0000265,2025-05-11,inflow,retail_sales,490.85,Daily retail sales receipts,
demo_business_001,L0000757,2025-05-11,inflow,wholesale_invoice_payment,960.0,Invoice payment from Sunrise Diner,C004
demo_business_001,L0000266,2025-05-12,inflow,retail_sales,217.15,Daily retail sales receipts,
demo_business_001,L0000267,2025-05-13,inflow,retail_sales,532.8,Daily retail sales receipts,
demo_business_001,L0000268,2025-05-14,inflow,retail_sales,468.3,Daily retail sales receipts,
demo_business_001,L0000269,2025-05-15,inflow,retail_sales,420.3,Daily retail sales receipts,
demo_business_001,L0000270,2025-05-16,inflow,retail_sales,608.35,Daily retail sales receipts,
demo_business_001,L0000762,2025-05-16,inflow,wholesale_invoice_payment,490.0,Invoice payment from Oakview Elementary PTA,C003
demo_business_001,L0000271,2025-05-17,inflow,retail_sales,657.3,Daily retail sales receipts,
demo_business_001,L0001029,2025-05-17,outflow,payroll,4053.33,Biweekly payroll,
demo_business_001,L0000755,2025-05-18,inflow,wholesale_invoice_payment,480.0,Invoice payment from Harbor View Hotel,C006
demo_business_001,L0000272,2025-05-18,inflow,retail_sales,538.85,Daily retail sales receipts,
demo_business_001,L0000273,2025-05-19,inflow,retail_sales,382.6,Daily retail sales receipts,
demo_business_001,L0000904,2025-05-20,outflow,inventory_restock,2870.46,Routine inventory / COGS restock,
demo_business_001,L0000274,2025-05-20,inflow,retail_sales,550.35,Daily retail sales receipts,
demo_business_001,L0000275,2025-05-21,inflow,retail_sales,559.7,Daily retail sales receipts,
demo_business_001,L0000758,2025-05-21,inflow,wholesale_invoice_payment,512.0,Invoice payment from Downtown Fitness Studio,C007
demo_business_001,L0000276,2025-05-22,inflow,retail_sales,424.05,Daily retail sales receipts,
demo_business_001,L0000277,2025-05-23,inflow,retail_sales,561.05,Daily retail sales receipts,
demo_business_001,L0000278,2025-05-24,inflow,retail_sales,700.7,Daily retail sales receipts,
demo_business_001,L0000279,2025-05-25,inflow,retail_sales,560.75,Daily retail sales receipts,
demo_business_001,L0000280,2025-05-26,inflow,retail_sales,334.8,Daily retail sales receipts,
demo_business_001,L0000281,2025-05-27,inflow,retail_sales,516.55,Daily retail sales receipts,
demo_business_001,L0000750,2025-05-28,inflow,wholesale_invoice_payment,704.0,Invoice payment from Maple & Co. Coworking,C002
demo_business_001,L0000282,2025-05-28,inflow,retail_sales,529.0,Daily retail sales receipts,
demo_business_001,L0000283,2025-05-29,inflow,retail_sales,523.35,Daily retail sales receipts,
demo_business_001,L0000284,2025-05-30,inflow,retail_sales,597.0,Daily retail sales receipts,
demo_business_001,L0000285,2025-05-31,inflow,retail_sales,687.75,Daily retail sales receipts,
demo_business_001,L0001030,2025-05-31,outflow,payroll,4066.47,Biweekly payroll,
demo_business_001,L0000965,2025-06-01,outflow,rent,3200.0,Monthly rent,
demo_business_001,L0000967,2025-06-01,outflow,loan_payment,650.0,Equipment loan installment,
demo_business_001,L0000966,2025-06-01,outflow,utilities,380.0,Monthly utilities,
demo_business_001,L0000286,2025-06-01,inflow,retail_sales,850.1,Daily retail sales receipts,
demo_business_001,L0000287,2025-06-02,inflow,retail_sales,514.9,Daily retail sales receipts,
demo_business_001,L0000905,2025-06-03,outflow,inventory_restock,2918.75,Routine inventory / COGS restock,
demo_business_001,L0000288,2025-06-03,inflow,retail_sales,381.4,Daily retail sales receipts,
demo_business_001,L0000289,2025-06-04,inflow,retail_sales,456.9,Daily retail sales receipts,
demo_business_001,L0000290,2025-06-05,inflow,retail_sales,653.0,Daily retail sales receipts,
demo_business_001,L0000291,2025-06-06,inflow,retail_sales,610.75,Daily retail sales receipts,
demo_business_001,L0000292,2025-06-07,inflow,retail_sales,724.35,Daily retail sales receipts,
demo_business_001,L0000293,2025-06-08,inflow,retail_sales,699.6,Daily retail sales receipts,
demo_business_001,L0000759,2025-06-08,inflow,wholesale_invoice_payment,175.0,Invoice payment from Riverside Office Park Cafeteria,C001
demo_business_001,L0000294,2025-06-09,inflow,retail_sales,467.1,Daily retail sales receipts,
demo_business_001,L0000295,2025-06-10,inflow,retail_sales,470.9,Daily retail sales receipts,
demo_business_001,L0000296,2025-06-11,inflow,retail_sales,374.95,Daily retail sales receipts,
demo_business_001,L0000297,2025-06-12,inflow,retail_sales,622.95,Daily retail sales receipts,
demo_business_001,L0000298,2025-06-13,inflow,retail_sales,664.45,Daily retail sales receipts,
demo_business_001,L0001031,2025-06-14,outflow,payroll,4079.6,Biweekly payroll,
demo_business_001,L0000299,2025-06-14,inflow,retail_sales,774.55,Daily retail sales receipts,
demo_business_001,L0000300,2025-06-15,inflow,retail_sales,688.8,Daily retail sales receipts,
demo_business_001,L0000765,2025-06-15,inflow,wholesale_invoice_payment,160.0,Invoice payment from Downtown Fitness Studio,C007
demo_business_001,L0000301,2025-06-16,inflow,retail_sales,482.55,Daily retail sales receipts,
demo_business_001,L0000906,2025-06-17,outflow,inventory_restock,2758.15,Routine inventory / COGS restock,
demo_business_001,L0000302,2025-06-17,inflow,retail_sales,393.5,Daily retail sales receipts,
demo_business_001,L0000303,2025-06-18,inflow,retail_sales,662.1,Daily retail sales receipts,
demo_business_001,L0000304,2025-06-19,inflow,retail_sales,613.65,Daily retail sales receipts,
demo_business_001,L0000768,2025-06-20,inflow,wholesale_invoice_payment,1080.0,Invoice payment from Oakview Elementary PTA,C003
demo_business_001,L0000305,2025-06-20,inflow,retail_sales,621.15,Daily retail sales receipts,
demo_business_001,L0000306,2025-06-21,inflow,retail_sales,838.3,Daily retail sales receipts,
demo_business_001,L0000307,2025-06-22,inflow,retail_sales,664.85,Daily retail sales receipts,
demo_business_001,L0000763,2025-06-22,inflow,wholesale_invoice_payment,192.0,Invoice payment from Harbor View Hotel,C006
demo_business_001,L0000308,2025-06-23,inflow,retail_sales,501.8,Daily retail sales receipts,
demo_business_001,L0000766,2025-06-23,inflow,wholesale_invoice_payment,341.0,Invoice payment from Green Valley Med Center Cafeteria,C008
demo_business_001,L0000309,2025-06-24,inflow,retail_sales,485.7,Daily retail sales receipts,
demo_business_001,L0000764,2025-06-24,inflow,wholesale_invoice_payment,280.0,Invoice payment from Sunrise Diner,C004
demo_business_001,L0000310,2025-06-25,inflow,retail_sales,438.95,Daily retail sales receipts,
demo_business_001,L0000311,2025-06-26,inflow,retail_sales,700.3,Daily retail sales receipts,
demo_business_001,L0000312,2025-06-27,inflow,retail_sales,710.35,Daily retail sales receipts,
demo_business_001,L0001032,2025-06-28,outflow,payroll,4092.74,Biweekly payroll,
demo_business_001,L0000313,2025-06-28,inflow,retail_sales,751.0,Daily retail sales receipts,
demo_business_001,L0000314,2025-06-29,inflow,retail_sales,512.9,Daily retail sales receipts,
demo_business_001,L0000315,2025-06-30,inflow,retail_sales,523.7,Daily retail sales receipts,
demo_business_001,L0000969,2025-07-01,outflow,utilities,437.0,Monthly utilities,
demo_business_001,L0000970,2025-07-01,outflow,loan_payment,650.0,Equipment loan installment,
demo_business_001,L0000968,2025-07-01,outflow,rent,3200.0,Monthly rent,
demo_business_001,L0000907,2025-07-01,outflow,inventory_restock,2934.88,Routine inventory / COGS restock,
demo_business_001,L0000316,2025-07-01,inflow,retail_sales,492.8,Daily retail sales receipts,
demo_business_001,L0000317,2025-07-02,inflow,retail_sales,403.45,Daily retail sales receipts,
demo_business_001,L0000318,2025-07-03,inflow,retail_sales,503.65,Daily retail sales receipts,
demo_business_001,L0000319,2025-07-04,inflow,retail_sales,789.2,Daily retail sales receipts,
demo_business_001,L0000320,2025-07-05,inflow,retail_sales,847.3,Daily retail sales receipts,
demo_business_001,L0000321,2025-07-06,inflow,retail_sales,518.35,Daily retail sales receipts,
demo_business_001,L0000322,2025-07-07,inflow,retail_sales,633.05,Daily retail sales receipts,
demo_business_001,L0000323,2025-07-08,inflow,retail_sales,625.4,Daily retail sales receipts,
demo_business_001,L0000769,2025-07-08,inflow,wholesale_invoice_payment,416.0,Invoice payment from Riverside Office Park Cafeteria,C001
demo_business_001,L0000324,2025-07-09,inflow,retail_sales,661.25,Daily retail sales receipts,
demo_business_001,L0000325,2025-07-10,inflow,retail_sales,737.7,Daily retail sales receipts,
demo_business_001,L0000326,2025-07-11,inflow,retail_sales,691.95,Daily retail sales receipts,
demo_business_001,L0001033,2025-07-12,outflow,payroll,4105.88,Biweekly payroll,
demo_business_001,L0000327,2025-07-12,inflow,retail_sales,931.85,Daily retail sales receipts,
demo_business_001,L0000328,2025-07-13,inflow,retail_sales,656.3,Daily retail sales receipts,
demo_business_001,L0000329,2025-07-14,inflow,retail_sales,542.2,Daily retail sales receipts,
demo_business_001,L0000330,2025-07-15,inflow,retail_sales,499.6,Daily retail sales receipts,
demo_business_001,L0000908,2025-07-15,outflow,inventory_restock,2935.64,Routine inventory / COGS restock,
demo_business_001,L0000331,2025-07-16,inflow,retail_sales,512.25,Daily retail sales receipts,
demo_business_001,L0000332,2025-07-17,inflow,retail_sales,438.15,Daily retail sales receipts,
demo_business_001,L0000333,2025-07-18,inflow,retail_sales,635.3,Daily retail sales receipts,
demo_business_001,L0000334,2025-07-19,inflow,retail_sales,665.0,Daily retail sales receipts,
demo_business_001,L0000335,2025-07-20,inflow,retail_sales,721.0,Daily retail sales receipts,
demo_business_001,L0000336,2025-07-21,inflow,retail_sales,364.15,Daily retail sales receipts,
demo_business_001,L0000337,2025-07-22,inflow,retail_sales,348.4,Daily retail sales receipts,
demo_business_001,L0000338,2025-07-23,inflow,retail_sales,570.15,Daily retail sales receipts,
demo_business_001,L0000339,2025-07-24,inflow,retail_sales,679.4,Daily retail sales receipts,
demo_business_001,L0000773,2025-07-25,inflow,wholesale_invoice_payment,1041.0,Invoice payment from Sunrise Diner,C004
demo_business_001,L0000754,2025-07-25,inflow,wholesale_invoice_payment,656.0,Invoice payment from Third Street Bookshop Cafe,C005
demo_business_001,L0000340,2025-07-25,inflow,retail_sales,534.85,Daily retail sales receipts,
demo_business_001,L0000341,2025-07-26,inflow,retail_sales,922.1,Daily retail sales receipts,
demo_business_001,L0000772,2025-07-26,inflow,wholesale_invoice_payment,140.0,Invoice payment from Downtown Fitness Studio,C007
demo_business_001,L0001034,2025-07-26,outflow,payroll,4119.01,Biweekly payroll,
demo_business_001,L0000342,2025-07-27,inflow,retail_sales,885.35,Daily retail sales receipts,
demo_business_001,L0000343,2025-07-28,inflow,retail_sales,375.8,Daily retail sales receipts,
demo_business_001,L0000344,2025-07-29,inflow,retail_sales,434.35,Daily retail sales receipts,
demo_business_001,L0000909,2025-07-29,outflow,inventory_restock,2913.14,Routine inventory / COGS restock,
demo_business_001,L0000345,2025-07-30,inflow,retail_sales,527.55,Daily retail sales receipts,
demo_business_001,L0000346,2025-07-31,inflow,retail_sales,773.45,Daily retail sales receipts,
demo_business_001,L0000771,2025-07-31,inflow,wholesale_invoice_payment,512.0,Invoice payment from Harbor View Hotel,C006
demo_business_001,L0000971,2025-08-01,outflow,rent,3200.0,Monthly rent,
demo_business_001,L0000973,2025-08-01,outflow,loan_payment,650.0,Equipment loan installment,
demo_business_001,L0000972,2025-08-01,outflow,utilities,437.0,Monthly utilities,
demo_business_001,L0000347,2025-08-01,inflow,retail_sales,625.8,Daily retail sales receipts,
demo_business_001,L0000756,2025-08-02,inflow,wholesale_invoice_payment,1620.0,Invoice payment from Maple & Co. Coworking,C002
demo_business_001,L0000348,2025-08-02,inflow,retail_sales,896.4,Daily retail sales receipts,
demo_business_001,L0000779,2025-08-03,inflow,wholesale_invoice_payment,480.0,Invoice payment from Riverside Office Park Cafeteria,C001
demo_business_001,L0000349,2025-08-03,inflow,retail_sales,619.45,Daily retail sales receipts,
demo_business_001,L0000350,2025-08-04,inflow,retail_sales,430.1,Daily retail sales receipts,
demo_business_001,L0000351,2025-08-05,inflow,retail_sales,348.15,Daily retail sales receipts,
demo_business_001,L0000780,2025-08-06,inflow,wholesale_invoice_payment,912.0,Invoice payment from Oakview Elementary PTA,C003
demo_business_001,L0000352,2025-08-06,inflow,retail_sales,635.75,Daily retail sales receipts,
demo_business_001,L0000353,2025-08-07,inflow,retail_sales,622.75,Daily retail sales receipts,
demo_business_001,L0000354,2025-08-08,inflow,retail_sales,588.1,Daily retail sales receipts,
demo_business_001,L0000775,2025-08-08,inflow,wholesale_invoice_payment,288.0,Invoice payment from Green Valley Med Center Cafeteria,C008
demo_business_001,L0000355,2025-08-09,inflow,retail_sales,828.25,Daily retail sales receipts,
demo_business_001,L0001035,2025-08-09,outflow,payroll,4132.15,Biweekly payroll,
demo_business_001,L0000356,2025-08-10,inflow,retail_sales,636.9,Daily retail sales receipts,
demo_business_001,L0000357,2025-08-11,inflow,retail_sales,495.6,Daily retail sales receipts,
demo_business_001,L0000358,2025-08-12,inflow,retail_sales,645.05,Daily retail sales receipts,
demo_business_001,L0000910,2025-08-12,outflow,inventory_restock,3042.77,Routine inventory / COGS restock,
demo_business_001,L0000359,2025-08-13,inflow,retail_sales,484.25,Daily retail sales receipts,
demo_business_001,L0000776,2025-08-14,inflow,wholesale_invoice_payment,2265.0,Invoice payment from Lakeside University Faculty Club,C009
demo_business_001,L0000360,2025-08-14,inflow,retail_sales,366.1,Daily retail sales receipts,
demo_business_001,L0000361,2025-08-15,inflow,retail_sales,581.75,Daily retail sales receipts,
demo_business_001,L0000362,2025-08-16,inflow,retail_sales,653.55,Daily retail sales receipts,
demo_business_001,L0000363,2025-08-17,inflow,retail_sales,599.85,Daily retail sales receipts,
demo_business_001,L0000364,2025-08-18,inflow,retail_sales,385.1,Daily retail sales receipts,
demo_business_001,L0000365,2025-08-19,inflow,retail_sales,452.2,Daily retail sales receipts,
demo_business_001,L0000366,2025-08-20,inflow,retail_sales,522.0,Daily retail sales receipts,
demo_business_001,L0000367,2025-08-21,inflow,retail_sales,585.6,Daily retail sales receipts,
demo_business_001,L0000368,2025-08-22,inflow,retail_sales,751.8,Daily retail sales receipts,
demo_business_001,L0001036,2025-08-23,outflow,payroll,4145.28,Biweekly payroll,
demo_business_001,L0000369,2025-08-23,inflow,retail_sales,884.3,Daily retail sales receipts,
demo_business_001,L0000370,2025-08-24,inflow,retail_sales,899.7,Daily retail sales receipts,
demo_business_001,L0000371,2025-08-25,inflow,retail_sales,564.8,Daily retail sales receipts,
demo_business_001,L0000372,2025-08-26,inflow,retail_sales,514.35,Daily retail sales receipts,
demo_business_001,L0000911,2025-08-26,outflow,inventory_restock,2676.04,Routine inventory / COGS restock,
demo_business_001,L0000778,2025-08-26,inflow,wholesale_invoice_payment,352.0,Invoice payment from Harbor View Hotel,C006
demo_business_001,L0000782,2025-08-27,inflow,wholesale_invoice_payment,350.0,Invoice payment from Sunrise Diner,C004
demo_business_001,L0000373,2025-08-27,inflow,retail_sales,480.15,Daily retail sales receipts,
demo_business_001,L0000374,2025-08-28,inflow,retail_sales,505.95,Daily retail sales receipts,
demo_business_001,L0000375,2025-08-29,inflow,retail_sales,653.3,Daily retail sales receipts,
demo_business_001,L0000376,2025-08-30,inflow,retail_sales,771.5,Daily retail sales receipts,
demo_business_001,L0000761,2025-08-30,inflow,wholesale_invoice_payment,768.0,Invoice payment from Third Street Bookshop Cafe,C005
demo_business_001,L0000760,2025-08-30,inflow,wholesale_invoice_payment,416.0,Invoice payment from Maple & Co. Coworking,C002
demo_business_001,L0000377,2025-08-31,inflow,retail_sales,617.45,Daily retail sales receipts,
demo_business_001,L0000976,2025-09-01,outflow,loan_payment,650.0,Equipment loan installment,
demo_business_001,L0000378,2025-09-01,inflow,retail_sales,435.1,Daily retail sales receipts,
demo_business_001,L0000974,2025-09-01,outflow,rent,3200.0,Monthly rent,
demo_business_001,L0000975,2025-09-01,outflow,utilities,380.0,Monthly utilities,
demo_business_001,L0000379,2025-09-02,inflow,retail_sales,436.95,Daily retail sales receipts,
demo_business_001,L0000783,2025-09-02,inflow,wholesale_invoice_payment,448.0,Invoice payment from Green Valley Med Center Cafeteria,C008
demo_business_001,L0000380,2025-09-03,inflow,retail_sales,529.25,Daily retail sales receipts,
demo_business_001,L0000381,2025-09-04,inflow,retail_sales,547.9,Daily retail sales receipts,
demo_business_001,L0000382,2025-09-05,inflow,retail_sales,623.55,Daily retail sales receipts,
demo_business_001,L0000781,2025-09-06,inflow,wholesale_invoice_payment,1890.0,Invoice payment from Downtown Fitness Studio,C007
demo_business_001,L0001037,2025-09-06,outflow,payroll,4158.42,Biweekly payroll,
demo_business_001,L0000383,2025-09-06,inflow,retail_sales,686.8,Daily retail sales receipts,
demo_business_001,L0000384,2025-09-07,inflow,retail_sales,703.2,Daily retail sales receipts,
demo_business_001,L0000385,2025-09-08,inflow,retail_sales,651.35,Daily retail sales receipts,
demo_business_001,L0000912,2025-09-09,outflow,inventory_restock,2934.73,Routine inventory / COGS restock,
demo_business_001,L0000386,2025-09-09,inflow,retail_sales,424.25,Daily retail sales receipts,
demo_business_001,L0000387,2025-09-10,inflow,retail_sales,569.6,Daily retail sales receipts,
demo_business_001,L0000774,2025-09-10,inflow,wholesale_invoice_payment,672.0,Invoice payment from Third Street Bookshop Cafe,C005
demo_business_001,L0000388,2025-09-11,inflow,retail_sales,533.9,Daily retail sales receipts,
demo_business_001,L0000786,2025-09-11,inflow,wholesale_invoice_payment,525.0,Invoice payment from Riverside Office Park Cafeteria,C001
demo_business_001,L0000789,2025-09-12,inflow,wholesale_invoice_payment,791.0,Invoice payment from Oakview Elementary PTA,C003
demo_business_001,L0000389,2025-09-12,inflow,retail_sales,567.75,Daily retail sales receipts,
demo_business_001,L0000390,2025-09-13,inflow,retail_sales,707.8,Daily retail sales receipts,
demo_business_001,L0000391,2025-09-14,inflow,retail_sales,806.8,Daily retail sales receipts,
demo_business_001,L0000392,2025-09-15,inflow,retail_sales,450.1,Daily retail sales receipts,
demo_business_001,L0000393,2025-09-16,inflow,retail_sales,473.25,Daily retail sales receipts,
demo_business_001,L0000394,2025-09-17,inflow,retail_sales,723.0,Daily retail sales receipts,
demo_business_001,L0000395,2025-09-18,inflow,retail_sales,562.4,Daily retail sales receipts,
demo_business_001,L0000396,2025-09-19,inflow,retail_sales,489.9,Daily retail sales receipts,
demo_business_001,L0000397,2025-09-20,inflow,retail_sales,622.95,Daily retail sales receipts,
demo_business_001,L0001038,2025-09-20,outflow,payroll,4171.56,Biweekly payroll,
demo_business_001,L0000777,2025-09-21,inflow,wholesale_invoice_payment,1210.0,Invoice payment from Maple & Co. Coworking,C002
demo_business_001,L0000398,2025-09-21,inflow,retail_sales,695.6,Daily retail sales receipts,
demo_business_001,L0000399,2025-09-22,inflow,retail_sales,369.15,Daily retail sales receipts,
demo_business_001,L0000913,2025-09-23,outflow,inventory_restock,3142.22,Routine inventory / COGS restock,
demo_business_001,L0000400,2025-09-23,inflow,retail_sales,449.8,Daily retail sales receipts,
demo_business_001,L0000401,2025-09-24,inflow,retail_sales,425.8,Daily retail sales receipts,
demo_business_001,L0000402,2025-09-25,inflow,retail_sales,717.05,Daily retail sales receipts,
demo_business_001,L0000787,2025-09-26,inflow,wholesale_invoice_payment,672.0,Invoice payment from Lakeside University Faculty Club,C009
demo_business_001,L0000403,2025-09-26,inflow,retail_sales,731.95,Daily retail sales receipts,
demo_business_001,L0000404,2025-09-27,inflow,retail_sales,738.3,Daily retail sales receipts,
demo_business_001,L0000405,2025-09-28,inflow,retail_sales,719.85,Daily retail sales receipts,
demo_business_001,L0000406,2025-09-29,inflow,retail_sales,485.65,Daily retail sales receipts,
demo_business_001,L0000767,2025-09-29,inflow,wholesale_invoice_payment,629.0,Invoice payment from Third Street Bookshop Cafe,C005
demo_business_001,L0000407,2025-09-30,inflow,retail_sales,442.85,Daily retail sales receipts,
demo_business_001,L0000979,2025-10-01,outflow,loan_payment,650.0,Equipment loan installment,
demo_business_001,L0000408,2025-10-01,inflow,retail_sales,373.2,Daily retail sales receipts,
demo_business_001,L0000785,2025-10-01,inflow,wholesale_invoice_payment,1008.0,Invoice payment from Harbor View Hotel,C006
demo_business_001,L0000977,2025-10-01,outflow,rent,3200.0,Monthly rent,
demo_business_001,L0000978,2025-10-01,outflow,utilities,380.0,Monthly utilities,
demo_business_001,L0000409,2025-10-02,inflow,retail_sales,418.55,Daily retail sales receipts,
demo_business_001,L0000410,2025-10-03,inflow,retail_sales,618.9,Daily retail sales receipts,
demo_business_001,L0000790,2025-10-04,inflow,wholesale_invoice_payment,544.0,Invoice payment from Green Valley Med Center Cafeteria,C008
demo_business_001,L0001039,2025-10-04,outflow,payroll,4184.69,Biweekly payroll,
demo_business_001,L0000411,2025-10-04,inflow,retail_sales,728.7,Daily retail sales receipts,
demo_business_001,L0000412,2025-10-05,inflow,retail_sales,637.7,Daily retail sales receipts,
demo_business_001,L0000770,2025-10-06,inflow,wholesale_invoice_payment,1741.0,Invoice payment from Maple & Co. Coworking,C002
demo_business_001,L0000413,2025-10-06,inflow,retail_sales,626.55,Daily retail sales receipts,
demo_business_001,L0000914,2025-10-07,outflow,inventory_restock,2834.29,Routine inventory / COGS restock,
demo_business_001,L0000414,2025-10-07,inflow,retail_sales,366.5,Daily retail sales receipts,
demo_business_001,L0000937,2025-10-08,outflow,inventory_restock,23000.0,"Bulk pre-holiday inventory prepay (beans, merch, packaging)",
demo_business_001,L0000415,2025-10-08,inflow,retail_sales,464.2,Daily retail sales receipts,
demo_business_001,L0000416,2025-10-09,inflow,retail_sales,499.05,Daily retail sales receipts,
demo_business_001,L0000417,2025-10-10,inflow,retail_sales,493.15,Daily retail sales receipts,
demo_business_001,L0000799,2025-10-11,inflow,wholesale_invoice_payment,2146.0,Invoice payment from Oakview Elementary PTA,C003
demo_business_001,L0000418,2025-10-11,inflow,retail_sales,905.45,Daily retail sales receipts,
demo_business_001,L0000419,2025-10-12,inflow,retail_sales,748.45,Daily retail sales receipts,
demo_business_001,L0000794,2025-10-12,inflow,wholesale_invoice_payment,352.0,Invoice payment from Northgate Bakery Supply Co-op,C010
demo_business_001,L0000792,2025-10-13,inflow,wholesale_invoice_payment,1044.0,Invoice payment from Sunrise Diner,C004
demo_business_001,L0000793,2025-10-13,inflow,wholesale_invoice_payment,672.0,Invoice payment from Downtown Fitness Studio,C007
demo_business_001,L0000420,2025-10-13,inflow,retail_sales,436.25,Daily retail sales receipts,
demo_business_001,L0000421,2025-10-14,inflow,retail_sales,404.95,Daily retail sales receipts,
demo_business_001,L0000422,2025-10-15,inflow,retail_sales,699.35,Daily retail sales receipts,
demo_business_001,L0000423,2025-10-16,inflow,retail_sales,700.2,Daily retail sales receipts,
demo_business_001,L0000796,2025-10-16,inflow,wholesale_invoice_payment,105.0,Invoice payment from Riverside Office Park Cafeteria,C001
demo_business_001,L0000424,2025-10-17,inflow,retail_sales,672.4,Daily retail sales receipts,
demo_business_001,L0001040,2025-10-18,outflow,payroll,4197.83,Biweekly payroll,
demo_business_001,L0000425,2025-10-18,inflow,retail_sales,649.45,Daily retail sales receipts,
demo_business_001,L0000426,2025-10-19,inflow,retail_sales,568.1,Daily retail sales receipts,
demo_business_001,L0000427,2025-10-20,inflow,retail_sales,401.1,Daily retail sales receipts,
demo_business_001,L0000915,2025-10-21,outflow,inventory_restock,2925.37,Routine inventory / COGS restock,
demo_business_001,L0000428,2025-10-21,inflow,retail_sales,550.45,Daily retail sales receipts,
demo_business_001,L0000429,2025-10-22,inflow,retail_sales,320.6,Daily retail sales receipts,
demo_business_001,L0000430,2025-10-23,inflow,retail_sales,399.6,Daily retail sales receipts,
