tenant_id,position_date,opening_balance,total_inflows,total_outflows,closing_balance
demo_business_001,2025-10-25,7053.86,601.7,0.0,7655.56
demo_business_001,2025-10-26,7655.56,838.95,0.0,8494.51
demo_business_001,2025-10-27,8494.51,467.0,0.0,8961.51
demo_business_001,2025-10-28,8961.51,1502.85,0.0,10464.36
demo_business_001,2025-10-29,10464.36,694.35,0.0,11158.71
demo_business_001,2025-10-30,11158.71,442.3,0.0,11601.01
demo_business_001,2025-10-31,11601.01,734.7,0.0,12335.71
demo_business_001,2025-11-01,12335.71,1234.7,8440.96,5129.45
demo_business_001,2025-11-02,5129.45,788.0,0.0,5917.45
demo_business_001,2025-11-03,5917.45,1643.8,0.0,7561.25
demo_business_001,2025-11-04,7561.25,544.15,3066.69,5038.71
demo_business_001,2025-11-05,5038.71,456.2,0.0,5494.91
demo_business_001,2025-11-06,5494.91,958.85,0.0,6453.76
demo_business_001,2025-11-07,6453.76,839.55,0.0,7293.31
demo_business_001,2025-11-08,7293.31,1984.15,0.0,9277.46
demo_business_001,2025-11-09,9277.46,876.7,0.0,10154.16
demo_business_001,2025-11-10,10154.16,475.35,0.0,10629.51
demo_business_001,2025-11-11,10629.51,450.9,0.0,11080.41
demo_business_001,2025-11-12,11080.41,1023.4,0.0,12103.81
demo_business_001,2025-11-13,12103.81,563.75,0.0,12667.56
demo_business_001,2025-11-14,12667.56,694.1,0.0,13361.66
demo_business_001,2025-11-15,13361.66,1952.85,4224.1,11090.41
demo_business_001,2025-11-16,11090.41,723.05,0.0,11813.46
demo_business_001,2025-11-17,11813.46,354.45,0.0,12167.91
demo_business_001,2025-11-18,12167.91,442.5,3556.08,9054.33
demo_business_001,2025-11-19,9054.33,534.8,0.0,9589.13
demo_business_001,2025-11-20,9589.13,754.65,0.0,10343.78
demo_business_001,2025-11-21,10343.78,911.05,0.0,11254.83
demo_business_001,2025-11-22,11254.83,782.75,0.0,12037.58
demo_business_001,2025-11-23,12037.58,841.6,0.0,12879.18
demo_business_001,2025-11-24,12879.18,514.8,0.0,13393.98
demo_business_001,2025-11-25,13393.98,451.0,0.0,13844.98
demo_business_001,2025-11-26,13844.98,478.1,0.0,14323.08
demo_business_001,2025-11-27,14323.08,1425.15,0.0,15748.23
demo_business_001,2025-11-28,15748.23,1406.85,0.0,17155.08
demo_business_001,2025-11-29,17155.08,1017.1,4237.23,13934.95
demo_business_001,2025-11-30,13934.95,2093.9,0.0,16028.85
demo_business_001,2025-12-01,16028.85,550.05,4287.0,12291.9
demo_business_001,2025-12-02,12291.9,471.15,3822.45,8940.6
demo_business_001,2025-12-03,8940.6,691.85,0.0,9632.45
demo_business_001,2025-12-04,9632.45,657.65,0.0,10290.1
demo_business_001,2025-12-05,10290.1,925.1,0.0,11215.2
demo_business_001,2025-12-06,11215.2,859.15,0.0,12074.35
demo_business_001,2025-12-07,12074.35,1295.0,0.0,13369.35
demo_business_001,2025-12-08,13369.35,1469.7,0.0,14839.05
demo_business_001,2025-12-09,14839.05,1065.5,0.0,15904.55
demo_business_001,2025-12-10,15904.55,565.95,0.0,16470.5
demo_business_001,2025-12-11,16470.5,767.65,0.0,17238.15
demo_business_001,2025-12-12,17238.15,1150.8,0.0,18388.95
demo_business_001,2025-12-13,18388.95,1049.25,4250.37,15187.83
demo_business_001,2025-12-14,15187.83,970.9,0.0,16158.73
demo_business_001,2025-12-15,16158.73,796.9,0.0,16955.63
demo_business_001,2025-12-16,16955.63,2323.7,3388.02,15891.31
demo_business_001,2025-12-17,15891.31,635.25,0.0,16526.56
demo_business_001,2025-12-18,16526.56,2061.7,0.0,18588.26
demo_business_001,2025-12-19,18588.26,807.75,0.0,19396.01
demo_business_001,2025-12-20,19396.01,1022.2,0.0,20418.21
demo_business_001,2025-12-21,20418.21,936.45,0.0,21354.66
demo_business_001,2025-12-22,21354.66,500.1,0.0,21854.76
demo_business_001,2025-12-23,21854.76,532.25,0.0,22387.01
demo_business_001,2025-12-24,22387.01,526.35,0.0,22913.36
demo_business_001,2025-12-25,22913.36,850.35,0.0,23763.71
demo_business_001,2025-12-26,23763.71,912.55,0.0,24676.26
demo_business_001,2025-12-27,24676.26,1148.75,4263.51,21561.5
demo_business_001,2025-12-28,21561.5,638.15,0.0,22199.65
demo_business_001,2025-12-29,22199.65,670.8,0.0,22870.45
demo_business_001,2025-12-30,22870.45,789.55,4016.04,19643.96
demo_business_001,2025-12-31,19643.96,623.8,0.0,20267.76
demo_business_001,2026-01-01,20267.76,511.8,4287.0,16492.56
demo_business_001,2026-01-02,16492.56,344.35,0.0,16836.91
demo_business_001,2026-01-03,16836.91,1941.8,0.0,18778.71
demo_business_001,2026-01-04,18778.71,540.35,0.0,19319.06
demo_business_001,2026-01-05,19319.06,864.25,0.0,20183.31
demo_business_001,2026-01-06,20183.31,358.55,0.0,20541.86
demo_business_001,2026-01-07,20541.86,2282.55,0.0,22824.41
demo_business_001,2026-01-08,22824.41,474.7,0.0,23299.11
demo_business_001,2026-01-09,23299.11,392.75,0.0,23691.86
demo_business_001,2026-01-10,23691.86,1310.45,4276.64,20725.67
demo_business_001,2026-01-11,20725.67,376.7,0.0,21102.37
demo_business_001,2026-01-12,21102.37,177.8,0.0,21280.17
demo_business_001,2026-01-13,21280.17,369.9,2090.73,19559.34
demo_business_001,2026-01-14,19559.34,306.3,0.0,19865.64
demo_business_001,2026-01-15,19865.64,1198.45,0.0,21064.09
demo_business_001,2026-01-16,21064.09,515.85,0.0,21579.94
demo_business_001,2026-01-17,21579.94,425.4,0.0,22005.34
demo_business_001,2026-01-18,22005.34,407.25,0.0,22412.59
demo_business_001,2026-01-19,22412.59,258.85,0.0,22671.44
demo_business_001,2026-01-20,22671.44,344.1,0.0,23015.54
demo_business_001,2026-01-21,23015.54,467.85,0.0,23483.39
demo_business_001,2026-01-22,23483.39,995.55,0.0,24478.94
demo_business_001,2026-01-23,24478.94,414.75,0.0,24893.69
demo_business_001,2026-01-24,24893.69,1310.35,4289.78,21914.26
demo_business_001,2026-01-25,21914.26,482.25,0.0,22396.51
demo_business_001,2026-01-26,22396.51,263.7,0.0,22660.21
demo_business_001,2026-01-27,22660.21,314.0,1836.41,21137.8
demo_business_001,2026-01-28,21137.8,1633.0,0.0,22770.8
demo_business_001,2026-01-29,22770.8,428.4,0.0,23199.2
demo_business_001,2026-01-30,23199.2,509.5,0.0,23708.7
demo_business_001,2026-01-31,23708.7,560.65,0.0,24269.35
demo_business_001,2026-02-01,24269.35,419.65,4230.0,20459.0
demo_business_001,2026-02-02,20459.0,2096.55,0.0,22555.55
demo_business_001,2026-02-03,22555.55,313.85,0.0,22869.4
demo_business_001,2026-02-04,22869.4,220.0,0.0,23089.4
demo_business_001,2026-02-05,23089.4,608.15,0.0,23697.55
demo_business_001,2026-02-06,23697.55,563.9,0.0,24261.45
demo_business_001,2026-02-07,24261.45,688.15,4302.91,20646.69
demo_business_001,2026-02-08,20646.69,502.7,0.0,21149.39
demo_business_001,2026-02-09,21149.39,328.9,0.0,21478.29
demo_business_001,2026-02-10,21478.29,854.65,2242.7,20090.24
demo_business_001,2026-02-11,20090.24,803.4,0.0,20893.64
demo_business_001,2026-02-12,20893.64,491.75,0.0,21385.39
demo_business_001,2026-02-13,21385.39,345.65,0.0,21731.04
demo_business_001,2026-02-14,21731.04,598.75,0.0,22329.79
demo_business_001,2026-02-15,22329.79,1213.4,0.0,23543.19
demo_business_001,2026-02-16,23543.19,820.45,0.0,24363.64
demo_business_001,2026-02-17,24363.64,449.85,0.0,24813.49
demo_business_001,2026-02-18,24813.49,314.7,0.0,25128.19
demo_business_001,2026-02-19,25128.19,430.0,0.0,25558.19
demo_business_001,2026-02-20,25558.19,558.1,0.0,26116.29
demo_business_001,2026-02-21,26116.29,653.6,4316.05,22453.84
demo_business_001,2026-02-22,22453.84,576.4,0.0,23030.24
demo_business_001,2026-02-23,23030.24,349.25,0.0,23379.49
demo_business_001,2026-02-24,23379.49,388.4,2335.01,21432.88
demo_business_001,2026-02-25,21432.88,238.65,0.0,21671.53
demo_business_001,2026-02-26,21671.53,393.8,0.0,22065.33
demo_business_001,2026-02-27,22065.33,450.25,0.0,22515.58
demo_business_001,2026-02-28,22515.58,684.55,0.0,23200.13
demo_business_001,2026-03-01,23200.13,442.35,4230.0,19412.48
demo_business_001,2026-03-02,19412.48,281.4,0.0,19693.88
demo_business_001,2026-03-03,19693.88,394.65,0.0,20088.53
demo_business_001,2026-03-04,20088.53,428.45,0.0,20516.98
demo_business_001,2026-03-05,20516.98,766.25,0.0,21283.23
demo_business_001,2026-03-06,21283.23,889.75,0.0,22172.98
demo_business_001,2026-03-07,22172.98,783.05,4329.19,18626.84
demo_business_001,2026-03-08,18626.84,414.65,0.0,19041.49
demo_business_001,2026-03-09,19041.49,450.0,0.0,19491.49
demo_business_001,2026-03-10,19491.49,1006.35,2536.17,17961.67
demo_business_001,2026-03-11,17961.67,3272.55,0.0,21234.22
demo_business_001,2026-03-12,21234.22,540.2,0.0,21774.42
demo_business_001,2026-03-13,21774.42,1518.75,0.0,23293.17
demo_business_001,2026-03-14,23293.17,1066.0,0.0,24359.17
demo_business_001,2026-03-15,24359.17,514.0,0.0,24873.17
demo_business_001,2026-03-16,24873.17,432.35,0.0,25305.52
demo_business_001,2026-03-17,25305.52,485.1,0.0,25790.62
demo_business_001,2026-03-18,25790.62,474.95,0.0,26265.57
demo_business_001,2026-03-19,26265.57,410.4,0.0,26675.97
demo_business_001,2026-03-20,26675.97,412.85,0.0,27088.82
demo_business_001,2026-03-21,27088.82,871.3,4342.32,23617.8
demo_business_001,2026-03-22,23617.8,475.45,0.0,24093.25
demo_business_001,2026-03-23,24093.25,247.95,0.0,24341.2
demo_business_001,2026-03-24,24341.2,1121.15,2641.12,22821.23
demo_business_001,2026-03-25,22821.23,589.45,0.0,23410.68
demo_business_001,2026-03-26,23410.68,513.05,0.0,23923.73
demo_business_001,2026-03-27,23923.73,785.9,0.0,24709.63
demo_business_001,2026-03-28,24709.63,560.9,0.0,25270.53
demo_business_001,2026-03-29,25270.53,648.35,0.0,25918.88
demo_business_001,2026-03-30,25918.88,1448.15,0.0,27367.03
demo_business_001,2026-03-31,27367.03,571.7,0.0,27938.73
demo_business_001,2026-04-01,27938.73,577.65,4230.0,24286.38
demo_business_001,2026-04-02,24286.38,624.7,0.0,24911.08
demo_business_001,2026-04-03,24911.08,654.6,0.0,25565.68
demo_business_001,2026-04-04,25565.68,796.7,4355.46,22006.92
demo_business_001,2026-04-05,22006.92,866.25,0.0,22873.17
demo_business_001,2026-04-06,22873.17,383.95,0.0,23257.12
demo_business_001,2026-04-07,23257.12,372.6,2891.81,20737.91
demo_business_001,2026-04-08,20737.91,537.75,0.0,21275.66
demo_business_001,2026-04-09,21275.66,577.75,0.0,21853.41
demo_business_001,2026-04-10,21853.41,641.4,0.0,22494.81
demo_business_001,2026-04-11,22494.81,1083.25,0.0,23578.06
demo_business_001,2026-04-12,23578.06,540.55,0.0,24118.61
demo_business_001,2026-04-13,24118.61,590.7,0.0,24709.31
demo_business_001,2026-04-14,24709.31,1394.8,0.0,26104.11
demo_business_001,2026-04-15,26104.11,343.7,0.0,26447.81
demo_business_001,2026-04-16,26447.81,463.6,0.0,26911.41
demo_business_001,2026-04-17,26911.41,645.0,0.0,27556.41
demo_business_001,2026-04-18,27556.41,653.7,4368.59,23841.52
demo_business_001,2026-04-19,23841.52,528.75,0.0,24370.27
demo_business_001,2026-04-20,24370.27,333.35,0.0,24703.62
demo_business_001,2026-04-21,24703.62,665.2,2973.78,22395.04
demo_business_001,2026-04-22,22395.04,685.55,0.0,23080.59
demo_business_001,2026-04-23,23080.59,624.8,0.0,23705.39
demo_business_001,2026-04-24,23705.39,826.35,0.0,24531.74
demo_business_001,2026-04-25,24531.74,999.0,0.0,25530.74
demo_business_001,2026-04-26,25530.74,641.35,0.0,26172.09
demo_business_001,2026-04-27,26172.09,482.35,0.0,26654.44
demo_business_001,2026-04-28,26654.44,483.25,0.0,27137.69
demo_business_001,2026-04-29,27137.69,493.35,0.0,27631.04
demo_business_001,2026-04-30,27631.04,554.8,0.0,28185.84
demo_business_001,2026-05-01,28185.84,776.9,4230.0,24732.74
demo_business_001,2026-05-02,24732.74,926.35,4381.73,21277.36
demo_business_001,2026-05-03,21277.36,1132.35,0.0,22409.71
demo_business_001,2026-05-04,22409.71,354.2,0.0,22763.91
demo_business_001,2026-05-05,22763.91,434.25,2685.52,20512.64
demo_business_001,2026-05-06,20512.64,436.55,0.0,20949.19
demo_business_001,2026-05-07,20949.19,426.2,0.0,21375.39
demo_business_001,2026-05-08,21375.39,1706.5,0.0,23081.89
demo_business_001,2026-05-09,23081.89,644.75,0.0,23726.64
demo_business_001,2026-05-10,23726.64,1445.7,0.0,25172.34
demo_business_001,2026-05-11,25172.34,372.65,0.0,25544.99
demo_business_001,2026-05-12,25544.99,625.95,0.0,26170.94
demo_business_001,2026-05-13,26170.94,535.25,0.0,26706.19
demo_business_001,2026-05-14,26706.19,938.65,0.0,27644.84
demo_business_001,2026-05-15,27644.84,721.2,0.0,28366.04
demo_business_001,2026-05-16,28366.04,885.7,4394.86,24856.88
demo_business_001,2026-05-17,24856.88,626.95,0.0,25483.83
demo_business_001,2026-05-18,25483.83,860.1,0.0,26343.93
demo_business_001,2026-05-19,26343.93,607.95,2820.71,24131.17
demo_business_001,2026-05-20,24131.17,411.4,0.0,24542.57
demo_business_001,2026-05-21,24542.57,565.45,0.0,25108.02
demo_business_001,2026-05-22,25108.02,623.0,0.0,25731.02
demo_business_001,2026-05-23,25731.02,674.8,0.0,26405.82
demo_business_001,2026-05-24,26405.82,661.1,0.0,27066.92
demo_business_001,2026-05-25,27066.92,421.55,0.0,27488.47
demo_business_001,2026-05-26,27488.47,376.6,0.0,27865.07
demo_business_001,2026-05-27,27865.07,549.35,0.0,28414.42
demo_business_001,2026-05-28,28414.42,564.6,0.0,28979.02
demo_business_001,2026-05-29,28979.02,851.2,0.0,29830.22
demo_business_001,2026-05-30,29830.22,2093.4,4408.0,27515.62
demo_business_001,2026-05-31,27515.62,821.3,0.0,28336.92
demo_business_001,2026-06-01,28336.92,676.75,4230.0,24783.67
demo_business_001,2026-06-02,24783.67,551.5,3139.27,22195.9
demo_business_001,2026-06-03,22195.9,424.1,0.0,22620.0
demo_business_001,2026-06-04,22620.0,432.9,0.0,23052.9
demo_business_001,2026-06-05,23052.9,2552.9,0.0,25605.8
demo_business_001,2026-06-06,25605.8,813.5,0.0,26419.3
demo_business_001,2026-06-07,26419.3,802.0,0.0,27221.3
demo_business_001,2026-06-08,27221.3,388.75,0.0,27610.05
demo_business_001,2026-06-09,27610.05,506.3,0.0,28116.35
demo_business_001,2026-06-10,28116.35,2190.1,0.0,30306.45
demo_business_001,2026-06-11,30306.45,595.95,0.0,30902.4
demo_business_001,2026-06-12,30902.4,929.6,0.0,31832.0
demo_business_001,2026-06-13,31832.0,1039.75,4421.14,28450.61
demo_business_001,2026-06-14,28450.61,813.0,0.0,29263.61
demo_business_001,2026-06-15,29263.61,571.65,0.0,29835.26
demo_business_001,2026-06-16,29835.26,353.9,3341.69,26847.47
demo_business_001,2026-06-17,26847.47,623.45,0.0,27470.92
demo_business_001,2026-06-18,27470.92,679.1,0.0,28150.02
demo_business_001,2026-06-19,28150.02,1088.15,0.0,29238.17
demo_business_001,2026-06-20,29238.17,1707.35,0.0,30945.52
demo_business_001,2026-06-21,30945.52,622.4,0.0,31567.92
demo_business_001,2026-06-22,31567.92,368.55,0.0,31936.47
demo_business_001,2026-06-23,31936.47,670.6,0.0,32607.07
demo_business_001,2026-06-24,32607.07,1941.45,0.0,34548.52
demo_business_001,2026-06-25,34548.52,567.3,0.0,35115.82
demo_business_001,2026-06-26,35115.82,722.8,0.0,35838.62
demo_business_001,2026-06-27,35838.62,966.95,4434.27,32371.3
demo_business_001,2026-06-28,32371.3,667.25,0.0,33038.55
demo_business_001,2026-06-29,33038.55,314.8,0.0,33353.35
demo_business_001,2026-06-30,33353.35,482.65,3309.4,30526.6
demo_business_001,2026-07-01,30526.6,437.9,4287.0,26677.5
demo_business_001,2026-07-02,26677.5,926.2,0.0,27603.7
demo_business_001,2026-07-03,27603.7,957.45,0.0,28561.15
demo_business_001,2026-07-04,28561.15,829.9,0.0,29391.05
demo_business_001,2026-07-05,29391.05,1126.5,0.0,30517.55
demo_business_001,2026-07-06,30517.55,642.85,0.0,31160.4
demo_business_001,2026-07-07,31160.4,544.95,0.0,31705.35
demo_business_001,2026-07-08,31705.35,598.2,0.0,32303.55
demo_business_001,2026-07-09,32303.55,685.3,0.0,32988.85
demo_business_001,2026-07-10,32988.85,1037.0,0.0,34025.85
demo_business_001,2026-07-11,34025.85,1473.9,4447.41,31052.34
demo_business_001,2026-07-12,31052.34,523.05,0.0,31575.39
demo_business_001,2026-07-13,31575.39,562.05,0.0,32137.44
demo_business_001,2026-07-14,32137.44,517.7,3342.02,29313.12
demo_business_001,2026-07-15,29313.12,3328.1,0.0,32641.22
demo_business_001,2026-07-16,32641.22,634.15,0.0,33275.37
demo_business_001,2026-07-17,33275.37,886.45,0.0,34161.82
demo_business_001,2026-07-18,34161.82,1811.75,0.0,35973.57
demo_business_001,2026-07-19,35973.57,577.65,0.0,36551.22
demo_business_001,2026-07-20,36551.22,609.85,0.0,37161.07
demo_business_001,2026-07-21,37161.07,2248.25,0.0,39409.32
demo_business_001,2026-07-22,39409.32,481.15,0.0,39890.47
demo_business_001,2026-07-23,39890.47,2791.3,0.0,42681.77
demo_business_001,2026-07-24,42681.77,3600.9,0.0,46282.67
demo_business_001,2026-07-25,46282.67,832.65,4460.54,42654.78
demo_business_001,2026-07-26,42654.78,704.95,0.0,43359.73
demo_business_001,2026-07-27,43359.73,579.35,0.0,43939.08
demo_business_001,2026-07-28,43939.08,562.4,3673.55,40827.93
demo_business_001,2026-07-29,40827.93,557.55,0.0,41385.48
demo_business_001,2026-07-30,41385.48,665.8,0.0,42051.28
demo_business_001,2026-07-31,42051.28,651.3,0.0,42702.58
demo_business_001,2026-08-01,42702.58,676.85,4287.0,39092.43
demo_business_001,2026-08-02,39092.43,497.25,0.0,39589.68
demo_business_001,2026-08-03,39589.68,683.6,0.0,40273.28
demo_business_001,2026-08-04,40273.28,1234.6,0.0,41507.88
demo_business_001,2026-08-05,41507.88,475.95,0.0,41983.83
demo_business_001,2026-08-06,41983.83,422.7,0.0,42406.53
demo_business_001,2026-08-07,42406.53,583.25,0.0,42989.78
demo_business_001,2026-08-08,42989.78,1254.2,4473.68,39770.3
demo_business_001,2026-08-09,39770.3,798.55,0.0,40568.85
demo_business_001,2026-08-10,40568.85,493.15,0.0,41062.0
demo_business_001,2026-08-11,41062.0,721.25,3360.48,38422.77
demo_business_001,2026-08-12,38422.77,651.3,0.0,39074.07
demo_business_001,2026-08-13,39074.07,432.35,0.0,39506.42
demo_business_001,2026-08-14,39506.42,816.2,0.0,40322.62
demo_business_001,2026-08-15,40322.62,831.75,0.0,41154.37
demo_business_001,2026-08-16,41154.37,1049.05,0.0,42203.42
demo_business_001,2026-08-17,42203.42,814.25,0.0,43017.67
demo_business_001,2026-08-18,43017.67,496.7,0.0,43514.37
demo_business_001,2026-08-19,43514.37,1923.85,0.0,45438.22
